Virus.name	UF	Collection.date	Lineage	pangoLEARN_release	SeqN	DataSeq
hCoV-19/Brazil/SC-FIOCRUZ-9737/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9738/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9739/2021	SC	2021-02-14	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9740/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9742/2021	SC	2021-02-14	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9743/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9744/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9746/2021	SC	2021-02-16	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9747/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9748/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9749/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9750/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9752/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9753/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9754/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9755/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9756/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9757/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9758/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9759/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9761/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9762/2021	SC	2021-02-16	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9763/2021	SC	2021-02-15	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9764/2021	SC	2021-02-16	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9765/2021	SC	2021-02-15	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9768/2021	SC	NA	B.1.1.28	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SC-FIOCRUZ-9770/2021	SC	2021-01-10	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/SE-FIOCRUZ-10183/2021	SE	2021-02-22	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10184/2021	SE	2021-02-22	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10185/2021	SE	2021-02-22	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10186/2021	SE	2021-02-22	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10188/2021	SE	2021-02-23	P.2	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10189/2021	SE	2021-02-23	P.2	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10191/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10192/2021	SE	2021-02-24	P.2	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10193/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_064	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10195/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10196/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_064	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10197/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10198/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10199/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10200/2021	SE	2021-02-24	P.2	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10201/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10203/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10204/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10205/2021	SE	2021-02-24	P.2	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10206/2021	SE	2021-02-23	P.1	NA	MiSeq_LVRS_064	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10207/2021	SE	2021-02-22	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10208/2021	SE	2021-02-23	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10209/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10210/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10211/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10212/2021	SE	2021-02-24	P.2	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10213/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10214/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10215/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10216/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10219/2021	SE	2021-02-23	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10221/2021	SE	2021-02-23	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10228/2021	SE	2021-02-23	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10231/2021	SE	2021-02-23	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10237/2021	SE	2021-02-23	B.1.1.33	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10242/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10247/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10249/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/SE-FIOCRUZ-10250/2021	SE	2021-02-24	B.1.1.28	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10251/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10252/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10253/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10254/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10255/2021	SE	2021-02-24	P.2	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10256/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10257/2021	SE	2021-02-25	P.1	NA	MiSeq_LVRS_064	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10258/2021	SE	2021-02-25	P.1	NA	MiSeq_LVRS_064	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10259/2021	SE	2021-02-25	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10260/2021	SE	2021-02-25	P.2	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10261/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10262/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10263/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10264/2021	SE	2021-02-23	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10265/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10266/2021	SE	2021-02-24	P.2	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10267/2021	SE	2021-02-23	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10268/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10270/2021	SE	2021-02-24	B.1.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10271/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10272/2021	SE	2021-02-24	P.2	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10273/2021	SE	2021-02-25	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10274/2021	SE	2021-02-23	P.2	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10275/2021	SE	2021-02-23	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10278/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10279/2021	SE	2021-02-24	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10280/2021	SE	2021-02-25	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-10283/2021	SE	2021-02-04	P.1	NA	MiSeq_LVRS_063	2021-03-29
hCoV-19/Brazil/SE-FIOCRUZ-13483/2020	SE	2020-04-26	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-13484/2020	SE	2020-04-27	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-13507/2020	SE	2020-07-27	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-13509/2020	SE	2020-07-27	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-13514/2020	SE	2020-07-28	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-1857/2021	SE	2021-01-08	B.1.1.28	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1858/2021	SE	2021-01-08	B.1.1.28	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1859/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1860/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/SE-FIOCRUZ-1861/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1862/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1864/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1867/2021	SE	2021-01-08	B.1.1.28	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/SE-FIOCRUZ-1869/2021	SE	2021-01-08	B.1.1.28	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1870/2021	SE	2021-01-07	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1871/2021	SE	2021-01-07	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/SE-FIOCRUZ-1872/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/SE-FIOCRUZ-1873/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1874/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1875/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1876/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1877/2021	SE	2021-01-08	B.1.1.28	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1879/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1881/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1882/2021	SE	2021-01-07	B.1.1.28	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1884/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1887/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1889/2021	SE	2021-01-07	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1891/2021	SE	2021-01-08	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-1892/2021	SE	2021-01-05	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/SE-FIOCRUZ-1893/2021	SE	2021-01-05	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-33177/2020	SE	2020-12-27	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-33178/2020	SE	2020-12-26	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/SE-FIOCRUZ-33180/2020	SE	2020-12-18	P.2	NA	MiSeq_LVRS_050	2021-03-01
hCoV-19/Brazil/SE-FIOCRUZ-33574/2020	SE	2020-07-04	B.1.1.29	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/SE-FIOCRUZ-33575/2020	SE	2020-08-18	B.1.1.28	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/SE-FIOCRUZ-33577/2020	SE	2020-08-14	B.1.1.28	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/SE-FIOCRUZ-33585/2020	SE	2020-08-14	B.1.1.28	NA	MiSeq_LVRS_046	2021-02-18
hCoV-19/Brazil/SE-FIOCRUZ-6457/2021	SE	2021-01-24	P.1	NA	MiSeq_LVRS_047	2021-02-20
hCoV-19/Brazil/SE-FIOCRUZ-6537/2020	SE	2020-04-25	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-6545/2020	SE	2020-04-26	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-6554/2020	SE	2020-04-27	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-6571/2020	SE	2020-05-13	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-6573/2020	SE	2020-05-02	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-6596/2020	SE	2020-04-29	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-6598/2020	SE	2020-04-29	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-6600/2020	SE	2020-04-23	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/SE-FIOCRUZ-6604/2020	SE	2020-04-20	B.1.212	NA	MiSeq_LVRS_01	2020-06-02
hCov-19/Brazil/SE-FIOCRUZ-8456/2021	SE	2021-01-17	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/SE-FIOCRUZ-8457/2021	SE	2021-01-17	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/SE-FIOCRUZ-8458/2021	SE	2021-01-17	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/SE-FIOCRUZ-8459/2021	SE	2021-01-17	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/SE-FIOCRUZ-8460/2021	SE	2021-01-17	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/SE-FIOCRUZ-8461/2021	SE	2021-01-06	P.2	NA	MiSeq_LVRS_056	2021-03-11
hCoV-19/Brazil/SP-FIOCRUZ-31831/2020	SP	2020-12-15	P.2	NA	MiSeq_LVRS_035	2021-01-15
hCoV-19/Brazil/SP-FIOCRUZ-32566/2020	SP	2020-12-23	B.1.1.28	NA	MiSeq_LVRS_035	2021-01-15
hCoV-19/Brazil/SP-FIOCRUZ-32571/2020	SP	2020-12-21	B.1.1.28	NA	MiSeq_LVRS_035	2021-01-15
hCoV-19/Brazil/SP-FIOCRUZ-32572/2020	SP	2020-12-18	P.2	NA	MiSeq_LVRS_035	2021-01-15
hCoV-19/Brazil/SP-FIOCRUZ-3874/2021	SP	2021-01-25	B.1.1.143	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/SP-FIOCRUZ-4007/2021	SP	2021-01-27	P.2	NA	MiSeq_LVRS_045	2021-02-18
hCoV-19/Brazil/ES-FIOCRUZ-16509/2021	ES	2021-03-02	B.1.1.7		MiSeq_071	2021-04-29
hCoV-19/Brazil/ES-FIOCRUZ-16519/2021	ES	2021-03-03	B.1.1.7		MiSeq_071	2021-04-29
hCoV-19/Brazil/ES-FIOCRUZ-16520/2021	ES	2021-02-24	B.1.1.7		MiSeq_071	2021-04-29
hCoV-19/Brazil/ES-FIOCRUZ-16525/2021	ES	2021-03-01	B.1.1.7		MiSeq_071	2021-04-29
hCoV-19/Brazil/ES-FIOCRUZ-16526/2021	ES	2021-03-01	B.1.1.7		MiSeq_071	2021-04-29
hCoV-19/Brazil/ES-FIOCRUZ-16527/2021	ES	2021-02-24	B.1.1.7		MiSeq_071	2021-04-29
hCoV-19/Brazil/ES-FIOCRUZ-16531/2021	ES	2021-02-26	B.1.1.7		MiSeq_071	2021-04-29
hCoV-19/Brazil/RJ-FIOCRUZ-12304/2021	RJ	2021-03-17	P.1		MiSeq_066 / MiSeq_071	2021-04-29
hCoV-19/Brazil/RR-FIOCRUZ-15802/2021	RR	2021-03-23	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17893/2021	SE	2021-02-25	P.2		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17894/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17895/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17896/2021	SE	2021-02-24	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17897/2021	SE	2021-02-24	P.2		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17898/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17899/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17900/2021	SE	2021-02-27	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17902/2021	SE	2021-02-24	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17903/2021	SE	2021-02-26	B.1.1.28		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17904/2021	SE	2021-02-24	B.1.1.28		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17906/2021	SE	2021-02-26	B.1.1.28		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17907/2021	SE	2021-02-24	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17909/2021	SE	2021-02-24	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17910/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17911/2021	SE	2021-02-24	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17912/2021	SE	2021-02-25	N.9		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17913/2021	SE	2021-02-27	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17914/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17915/2021	SE	2021-02-27	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17916/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17917/2021	SE	2021-02-26	P.2		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17918/2021	SE	2021-02-19	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17920/2021	SE	2021-02-24	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17921/2021	SE	2021-02-27	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17922/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17923/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17924/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17926/2021	SE	2021-02-27	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17927/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17930/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17931/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17933/2021	SE	2021-02-24	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17934/2021	SE	2021-02-24	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17936/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17937/2021	SE	2021-02-25	P.2		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17938/2021	SE	2021-02-26	P.1		MiSeq_071	2021-04-29
hCoV-19/Brazil/SE-FIOCRUZ-17939/2021	SE	2021-02-24	P.1		MiSeq_071	2021-04-29
20142861PT_BR_AM_Manaus	AM	2020-12-03	P.2	2021-04-28	Naveca_abril	
20842776IB_BR_AM_Manaus	AM	2020-11-26	P.2	2021-04-28	Naveca_abril	
20843280BM_BR_AM_Manaus	AM	2020-12-23	P.2	2021-04-28	Naveca_abril	
20891929FA_BR_AM_Manaus	AM	2020-12-23	P.2	2021-04-28	Naveca_abril	
20895841DF_BR_AM_Manaus	AM	2020-12-22	P.2	2021-04-28	Naveca_abril	
21890036JT_BR_AM_Manaus	AM	2021-01-02	P.2	2021-04-28	Naveca_abril	
21890048LA_BR_AM_Manaus	AM	2021-01-02	P.2	2021-04-28	Naveca_abril	
20143097LP_BR_AM_Manaus	AM	2020-12-28	P.1	2021-04-28	Naveca_abril	
20143112CA_BR_AM_Manaus	AM	2020-12-29	P.1	2021-04-28	Naveca_abril	
20843059HR_BR_AM_Manaus	AM	2020-12-26	P.1	2021-04-28	Naveca_abril	
20843194MV_BR_AM_Manaus	AM	2020-12-18	P.1	2021-04-28	Naveca_abril	
20843221KP_BR_AM_Manaus	AM	2020-12-21	P.1	2021-04-28	Naveca_abril	
20843227TB_BR_AM_Manaus	AM	2020-12-21	P.1	2021-04-28	Naveca_abril	
20843233AF_BR_AM_Manaus	AM	2020-12-22	P.1	2021-04-28	Naveca_abril	
20843279KC_BR_AM_Manaus	AM	2020-12-23	P.1	2021-04-28	Naveca_abril	
